504,5
505,0
506,2
507,0
508,8
509,1
510,6
511,2
512,1
513,9
514,6
515,7
516,1
517,3
518,6
519,5
520,0
521,7
522,3
523,6
524,3
525,7
526,6
527,6
528,1
529,4
530,2
531,6
532,9
533,5
534,3
535,9
536,0
537,8
538,5
539,8
540,3
541,9
542,7
543,5
544,7
545,2
546,1
547,6
548,3
549,4
550,8
551,0
552,9
553,4
554,4
555,7
556,8
557,6
558,0
559,3
560,4
561,3
562,7
563,9
564,1
565,7
566,7
567,2
568,5
569,3
570,7
571,2
572,6
573,5
574,1
575,4
576,7
577,8
578,3
579,8
580,8
581,3
582,4
583,0
584,6
585,2
586,9
587,8
588,5
589,3
590,0
591,5
592,8
593,3
594,3
595,4
596,4
597,0
598,3
599,0
600,5
601,1
602,3
603,0
604,8
605,5
606,9
607,5
608,2
609,8
610,7
611,5
612,0
613,4
614,1
615,9
616,6
617,4
618,1
619,8
620,0
621,8
622,3
623,4
624,1
625,1
626,7
627,0
628,6
629,7
630,7
631,4
632,0
633,7
634,9
635,6
636,5
637,8
638,0
639,9
640,2
641,3
642,3
643,6
644,7
645,6
646,2
647,9
648,0
649,8
650,1
651,2
652,7
653,4
654,2
655,3
656,3
657,8
658,2
659,1
660,0
661,4
662,7
663,2
664,5
665,4
666,9
667,1
668,6
669,6
670,6
671,9
672,4
673,8
674,2
675,2
676,7
677,8
678,2
679,9
680,6
681,9
682,9
683,7
684,7
685,4
686,3
687,0
688,5
689,2
690,4
691,3
692,5
693,9
694,8
695,5
696,1
697,2
698,1
699,8
700,1
701,2
702,8
703,4
704,9
705,2
706,6
707,3
708,0
709,4
710,4
711,2
712,3
713,4
714,7
715,6
716,7
717,4
718,1
719,3
720,1
721,5
722,4
723,7
724,8
725,5
726,0
727,2
728,4
729,6
730,9
731,6
732,4
733,5
734,7
735,7
736,8
737,2
738,4
739,7
740,5
741,9
742,2
743,8
744,0
745,6
746,6
747,3
748,9
749,6
750,5
751,0
752,5
753,7
754,6
755,0
756,4
757,2
758,4
759,0
760,4
761,4
762,1
763,1
764,8
765,1
766,4
767,4
768,6
769,8
770,7
771,1
772,4
773,1
774,6
775,9
776,1
777,7
778,0
779,1
780,4
781,1
782,5
783,2
784,9
785,3
786,9
787,6
788,1
789,3
790,7
791,4
792,0
793,9
794,6
795,1
796,0
797,9
798,5
799,8
800,6
801,4
802,1
803,1
804,7
805,9
806,5
807,1
808,2
809,4
810,4
811,2
812,8
813,3
814,8
815,7
816,2
817,2
818,7
819,0
820,7
821,1
822,9
823,7
824,0
825,9
826,6
827,1
828,9
829,9
830,2
831,5
832,5
833,3
834,9
835,7
836,4
837,7
838,8
839,5
840,6
841,0
842,6
843,2
844,8
845,2
846,5
847,8
848,2
849,4
850,0
851,2
852,7
853,1
854,4
855,0
856,2
857,0
858,7
859,2
860,4
861,2
862,0
863,2
864,9
865,9
866,5
867,4
868,9
869,4
870,8
871,7
872,5
873,3
874,6
875,9
876,4
877,8
878,4
879,0
880,4
881,4
882,0
883,4
884,9
885,3
886,9
887,1
888,7
889,0
890,1
891,2
892,5
893,1
894,5
895,3
896,0
897,5
898,0
899,1
900,4
901,6
902,0
903,8
904,6
905,9
906,5
907,3
908,3
909,0
910,2
911,3
912,8
913,8
914,0
915,4
916,0
917,9
918,1
919,0
920,7
921,5
922,8
923,5
924,2
925,0
926,6
927,7
928,6
929,3
930,5
931,8
932,7
933,4
934,7
935,7
936,0
937,5
938,3
939,0
940,8
941,6
942,5
943,9
944,8
945,5
946,4
947,0
948,5
949,9
950,3
951,1
952,9
953,7
954,5
955,9
956,8
957,8
958,3
959,7
960,9
961,9
962,9
963,3
964,3
965,6
966,6
967,7
968,8
969,4
970,5
971,7
972,0
973,2
974,7
975,9
976,2
977,7
978,2
979,9
980,6
981,8
982,5
983,9
984,8
985,3
986,4
987,5
988,1
989,3
990,7
991,5
992,9
993,8
994,0
995,7
996,4
997,8
998,3
999,5
1000,1
1001,7
1002,4
1003,4
1004,7
1005,1
1006,6
1007,1
1008,9
1009,3
1010,6
1011,0
1012,1
1013,7
1014,6
1015,5
1016,8
1017,8
1018,4
1019,3
1020,7
1021,7
1022,1
1023,6
1024,7
1025,7
1026,0
1027,8
1028,5
1029,4
1030,1
1031,7
1032,5
1033,6
1034,8
1035,5
1036,2
1037,1
1038,4
1039,0
1040,3
1041,4
1042,7
1043,7
1044,7
1045,3
1046,8
1047,6
1048,7
1049,6
1050,3
1051,9
1052,3
1053,5
1054,6
1055,3
1056,4
1057,0
1058,5
1059,0
1060,9
1061,8
1062,0
1063,8
1064,0
1065,1
1066,0
1067,9
1068,6
1069,5
1070,0
1071,3
1072,8
1073,2
1074,6
1075,5
1076,2
1077,7
1078,0
1079,3
1080,1
1081,1
1082,1
1083,0
1084,9
1085,4
1086,8
1087,0
1088,6
1089,1
1090,1
1091,5
1092,8
1093,6
1094,4
1095,0
1096,3
1097,6
1098,4
1099,9
1100,2
1101,9
1102,6
1103,5
1104,6
1105,7
1106,4
1107,2
1108,8
1109,2
1110,0
1111,3
1112,3
1113,4
1114,1
1115,9
1116,5
1117,0
1118,7
1119,6
1120,6
1121,1
1122,1
1123,2
1124,0
1125,6
1126,1
1127,6
1128,3
1129,5
1130,5
1131,5
1132,8
1133,0
1134,1
1135,9
1136,2
1137,4
1138,4
1139,6
1140,0
1141,2
1142,2
1143,9
1144,9
1145,4
1146,4
1147,4
1148,6
1149,9
1150,6
1151,5
1152,6
1153,1
1154,9
1155,6
1156,1
1157,3
1158,7
1159,3
1160,0
1161,1
1162,5
1163,5
1164,9
1165,2
1166,9
1167,1
1168,7
1169,5
1170,5
1171,7
1172,4
1173,6
1174,9
1175,1
1176,2
1177,2
1178,7
1179,8
1180,4
1181,9
1182,1
1183,2
1184,0
1185,2
1186,3
1187,0
1188,6
1189,9
1190,9
1191,1
1192,9
1193,7
1194,6
1195,7
1196,9
1197,5
1198,3
1199,7
1200,7
1201,5
1202,5
1203,8
1204,7
1205,5
1206,3
1207,7
1208,5
1209,1
1210,1
1211,6
1212,4
1213,1
1214,2
1215,4
1216,0
1217,6
1218,5
1219,1
1220,6
1221,7
1222,7
1223,3
1224,1
1225,0
1226,6
1227,1
1228,0
1229,9
1230,3
1231,0
1232,6
1233,9
1234,5
1235,7
1236,1
1237,9
1238,9
1239,2
1240,1
1241,8
1242,1
1243,5
1244,3
1245,4
1246,7
1247,4
1248,8
1249,4
1250,9
1251,2
1252,6
1253,6
1254,4
1255,6
1256,3
1257,8
1258,3
1259,9
1260,7
1261,6
1262,9
1263,8
1264,9
1265,4
1266,7
1267,6
1268,5
1269,9
1270,5
1271,2
1272,3
1273,5
1274,9
1275,5
1276,3
1277,4
1278,4
1279,7
1280,3
1281,6
1282,8
1283,8
1284,8
1285,6
1286,8
1287,2
1288,4
1289,8
1290,3
1291,7
1292,8
1293,4
1294,9
1295,9
1296,0
1297,2
1298,0
1299,9
1300,6
1301,9
1302,3
1303,0
1304,2
1305,1
1306,0
1307,1
1308,2
1309,0
1310,5
1311,1
1312,0
1313,6
1314,2
1315,4
1316,0
1317,0
1318,1
1319,5
1320,1
1321,9
1322,5
1323,4
1324,4
1325,1
1326,6
1327,9
1328,4
1329,2
1330,2
1331,9
1332,1
1333,5
1334,1
1335,3
1336,1
1337,7
1338,7
1339,8
1340,3
1341,0
1342,2
1343,1
1344,2
1345,2
1346,0
1347,4
1348,1
1349,1
1350,0
1351,5
1352,3
1353,4
1354,4
1355,1
1356,7
1357,4
1358,0
1359,8
1360,6
1361,6
1362,4
1363,1
1364,5
1365,5
1366,5
1367,1
1368,1
1369,0
1370,5
1371,9
1372,9
1373,6
1374,5
1375,5
1376,8
1377,0
1378,6
1379,4
1380,4
1381,5
1382,7
1383,6
1384,2
1385,1
1386,5
1387,2
1388,6
1389,2
1390,5
1391,1
1392,6
1393,7
1394,1
1395,3
1396,1
1397,9
1398,0
1399,4
1400,8
1401,9
1402,5
1403,2
1404,9
1405,7
1406,3
1407,7
1408,9
1409,7
1410,5
1411,1
1412,7
1413,1
1414,1
1415,2
1416,9
1417,0
1418,5
1419,9
1420,1
1421,3
1422,9
1423,7
1424,3
1425,2
1426,0
1427,0
1428,2
1429,9
1430,7
1431,1
1432,1
1433,6
1434,9
1435,7
1436,1
1437,2
1438,4
1439,7
1440,2
1441,1
1442,6
1443,5
1444,4
1445,7
1446,5
1447,2
1448,5
1449,7
1450,9
1451,3
1452,7
1453,9
1454,5
1455,9
1456,4
1457,3
1458,3
1459,3
1460,0
1461,1
1462,8
1463,7
1464,6
1465,2
1466,2
1467,2
1468,8
1469,7
1470,8
1471,8
1472,3
1473,1
1474,5
1475,8
1476,3
1477,3
1478,8
1479,1
1480,4
1481,5
1482,4
1483,6
1484,9
1485,3
1486,4
1487,7
1488,3
1489,4
1490,9
1491,9
1492,1
1493,8
1494,7
1495,5
1496,0
1497,7
1498,8
1499,6
1500,7
1501,6
1502,0
1503,9
1504,1
1505,6
1506,1
1507,3
1508,9
1509,0
1510,8
1511,6
1512,9
1513,4
1514,9
1515,0
1516,6
1517,5
1518,3
1519,7
1520,1
1521,3
1522,0
1523,8
1524,2
1525,1
1526,7
1527,9
1528,3
1529,7
1530,4
1531,8
1532,0
1533,8
1534,1
1535,8
1536,8
1537,3
1538,1
1539,2
1540,8
1541,6
1542,7
1543,1
1544,8
1545,0
1546,3
1547,8
1548,3
1549,6
1550,8
1551,0
1552,0
1553,3
1554,9
1555,5
1556,6
1557,6
1558,8
1559,4
1560,1
1561,6
1562,9
1563,8
1564,3
1565,4
1566,0
1567,8
1568,4
1569,0
1570,5
1571,0
1572,0
1573,9
1574,0
1575,0
1576,1
1577,4
1578,9
1579,5
1580,2
1581,1
1582,2
1583,3
1584,6
1585,8
1586,3
1587,2
1588,7
1589,1
1590,7
1591,5
1592,4
1593,8
1594,9
1595,0
1596,5
1597,5
1598,1
1599,0
1600,0
1601,3
1602,9
1603,3
1604,9
1605,3
1606,5
1607,5
1608,5
1609,8
1610,7
1611,1
1612,2
1613,5
1614,4
1615,4
1616,1
1617,3
1618,0
1619,5
1620,1
1621,9
1622,3
1623,9
1624,9
1625,6
1626,2
1627,4
1628,1
1629,5
1630,0
1631,6
1632,3
1633,5
1634,0
1635,1
1636,1
1637,2
1638,3
1639,5
1640,6
1641,4
1642,7
1643,8
1644,5
1645,9
1646,5
1647,0
1648,1
1649,7
1650,7
1651,3
1652,7
1653,2
1654,5
1655,0
1656,1
1657,2
1658,8
1659,1
1660,1
1661,7
1662,0
1663,8
1664,0
1665,5
1666,8
1667,7
1668,9
1669,3
1670,5
1671,1
1672,6
1673,4
1674,2
1675,5
1676,7
1677,0
1678,4
1679,4
1680,3
1681,5
1682,2
1683,7
1684,7
1685,1
1686,7
1687,4
1688,8
1689,0
1690,7
1691,0
1692,5
1693,6
1694,1
1695,2
1696,3
1697,5
1698,6
1699,6
1700,0
1701,5
1702,4
1703,3
1704,4
1705,8
1706,6
1707,1
1708,4
1709,4
1710,1
1711,9
1712,5
1713,0
1714,1
1715,9
1716,4
1717,7
1718,9
1719,6
1720,8
1721,7
1722,8
1723,6
1724,3
1725,1
1726,2
1727,5
1728,6
1729,9
1730,5
1731,1
1732,5
1733,8
1734,2
1735,0
1736,1
1737,9
1738,7
1739,3
1740,1
1741,6
1742,1
1743,3
1744,1
1745,6
1746,0
1747,2
1748,1
1749,8
1750,6
1751,9
1752,6
1753,6
1754,8
1755,5
1756,3
1757,1
1758,3
1759,5
1760,7
1761,8
1762,4
1763,4
1764,1
1765,9
1766,2
1767,0
1768,7
1769,3
1770,6
1771,5
1772,3
1773,6
1774,7
1775,4
1776,5
1777,2
1778,1
1779,0
1780,2
1781,6
1782,0
1783,0
1784,1
1785,8
1786,0
1787,6
1788,5
1789,9
1790,1
1791,8
1792,7
1793,1
1794,4
1795,1
1796,7
1797,7
1798,1
1799,1
1800,2
1801,1
1802,4
1803,5
1804,7
1805,8
1806,0
1807,3
1808,9
1809,0
1810,6
1811,3
1812,2
1813,9
1814,0
1815,2
1816,9
1817,6
1818,6
1819,1
1820,9
1821,3
1822,5
1823,9
1824,7
1825,1
1826,1
1827,8
1828,1
1829,1
1830,6
1831,4
1832,0
1833,2
1834,9
1835,4
1836,5
1837,7
1838,7
1839,1
1840,4
1841,5
1842,1
1843,3
1844,8
1845,9
1846,2
1847,1
1848,7
1849,1
1850,7
1851,8
1852,5
1853,6
1854,3
1855,5
1856,6
1857,8
1858,1
1859,1
1860,3
1861,8
1862,1
1863,0
1864,1
1865,4
1866,6
1867,3
1868,1
1869,9
1870,6
1871,0
1872,9
1873,0
1874,9
1875,0
1876,1
1877,0
1878,4
1879,9
1880,1
1881,6
1882,1
1883,5
1884,7
1885,6
1886,8
1887,9
1888,4
1889,8
1890,3
1891,9
1892,5
1893,5
1894,2
1895,5
1896,2
1897,6
1898,6
1899,6
1900,2
1901,1
1902,7
1903,9
1904,3
1905,9
1906,6
1907,4
1908,1
1909,4
1910,1
1911,4
1912,7
1913,8
1914,1
1915,3
1916,3
1917,9
1918,3
1919,0
1920,6
1921,5
1922,4
1923,4
1924,0
1925,1
1926,8
1927,8
1928,4
1929,0
1930,2
1931,2
1932,0
1933,6
1934,5
1935,8
1936,0
1937,7
1938,4
1939,2
1940,7
1941,3
1942,5
1943,8
1944,6
1945,8
1946,1
1947,1
1948,5
1949,1
1950,3
1951,6
1952,6
1953,9
1954,8
1955,7
1956,2
1957,6
1958,3
1959,1
1960,5
1961,2
1962,1
1963,6
1964,6
1965,2
1966,5
1967,5
1968,2
1969,4
1970,9
1971,8
1972,5
1973,3
1974,2
1975,8
1976,1
1977,8
1978,9
1979,6
1980,0
1981,9
1982,0
1983,3
1984,7
1985,1
1986,3
1987,7
1988,3
1989,1
1990,9
1991,5
1992,3
1993,5
1994,7
1995,7
1996,2
1997,2
1998,5
1999,1
